date,product,region,quantity,price,revenue,cost,profit
2023-01-19,Gamma Jacket,South,21,190.59,4002.39,2193.23,1809.16
2023-01-19,Gamma Jacket,East,26,183.43,4769.18,2952.59,1816.59
2023-01-19,Gamma Jacket,West,11,164.73,1812.03,1052.12,759.91
2023-01-19,Delta Shoes,North,23,198.45,4564.35,2838.93,1725.42
2023-01-19,Delta Shoes,South,27,225.18,6079.86,3802.15,2277.71
2023-01-19,Delta Shoes,East,22,209.62,4611.64,2615.55,1996.09
2023-01-19,Delta Shoes,West,28,225.81,6322.68,3886.3,2436.38
2023-01-19,Epsilon Hat,North,11,76.14,837.54,491.72,345.82
2023-01-19,Epsilon Hat,South,5,84.44,422.2,238.33,183.87
2023-01-19,Epsilon Hat,East,8,82.19,657.52,394.64,262.88
2023-01-19,Epsilon Hat,West,3,78.96,236.88,153.49,83.39
2023-01-20,Alpha Shirt,North,19,211.73,4022.87,2458.33,1564.54
2023-01-20,Alpha Shirt,South,33,184.29,6081.57,3443.37,2638.2
2023-01-20,Alpha Shirt,East,22,217.33,4781.26,3188.81,1592.45
2023-01-20,Alpha Shirt,West,20,192.12,3842.4,2233.87,1608.53
2023-01-20,Beta Jeans,North,8,135.16,1081.28,673.03,408.25
2023-01-20,Beta Jeans,South,17,165.56,2814.52,1611.08,1203.44
2023-01-20,Beta Jeans,East,16,158.26,2532.16,1668.06,864.1
2023-01-20,Beta Jeans,West,17,146.51,2490.67,1486.49,1004.18
2023-01-20,Gamma Jacket,North,19,182.28,3463.32,2126.59,1336.73
2023-01-20,Gamma Jacket,South,20,182.77,3655.4,2150.29,1505.11
2023-01-20,Gamma Jacket,East,16,183.39,2934.24,1757.97,1176.27
2023-01-20,Gamma Jacket,West,19,164.04,3116.76,1988.05,1128.71
2023-01-20,Delta Shoes,North,20,213.45,4269.0,2737.42,1531.58
2023-01-20,Delta Shoes,South,24,231.62,5558.88,3372.56,2186.32
2023-01-20,Delta Shoes,East,19,217.86,4139.34,2624.4,1514.94
2023-01-20,Delta Shoes,West,23,227.21,5225.83,3166.03,2059.8
2023-01-20,Epsilon Hat,North,6,84.58,507.48,296.4,211.08
2023-01-20,Epsilon Hat,South,7,82.06,574.42,356.98,217.44
2023-01-20,Epsilon Hat,East,9,73.44,660.96,364.2,296.76
2023-01-20,Epsilon Hat,West,5,80.12,400.6,247.67,152.93
2023-01-21,Alpha Shirt,North,18,214.55,3861.9,2317.5,1544.4
2023-01-21,Alpha Shirt,South,24,198.39,4761.36,2755.46,2005.9
2023-01-21,Alpha Shirt,East,18,208.73,3757.14,2183.28,1573.86
2023-01-21,Alpha Shirt,West,30,197.22,5916.6,3662.38,2254.22
2023-01-21,Beta Jeans,North,16,150.59,2409.44,1447.34,962.1
2023-01-21,Beta Jeans,South,17,143.59,2441.03,1489.15,951.88
2023-01-21,Beta Jeans,East,22,166.41,3661.02,2054.89,1606.13
2023-01-21,Beta Jeans,West,18,141.71,2550.78,1590.32,960.46
2023-01-21,Gamma Jacket,North,22,182.13,4006.86,2568.76,1438.1
2023-01-21,Gamma Jacket,South,19,173.35,3293.65,2064.12,1229.53
2023-01-21,Gamma Jacket,East,19,183.02,3477.38,1987.58,1489.8
2023-01-21,Gamma Jacket,West,17,174.36,2964.12,1779.84,1184.28
2023-01-21,Delta Shoes,North,20,210.56,4211.2,2668.92,1542.28
2023-01-21,Delta Shoes,South,16,228.02,3648.32,2135.56,1512.76
2023-01-21,Delta Shoes,East,21,218.24,4583.04,2879.75,1703.29
2023-01-21,Delta Shoes,West,31,219.28,6797.68,4482.74,2314.94
2023-01-21,Epsilon Hat,North,4,83.86,335.44,213.7,121.74
2023-01-21,Epsilon Hat,South,9,80.0,720.0,444.99,275.01
2023-01-21,Epsilon Hat,East,7,81.31,569.17,346.63,222.54
2023-01-21,Epsilon Hat,West,9,76.52,688.68,436.46,252.22
2023-01-22,Alpha Shirt,North,23,190.99,4392.77,2719.79,1672.98
2023-01-22,Alpha Shirt,South,28,194.56,5447.68,3242.0,2205.68
2023-01-22,Alpha Shirt,East,15,207.41,3111.15,1818.79,1292.36
2023-01-22,Alpha Shirt,West,19,197.71,3756.49,2141.84,1614.65
2023-01-22,Beta Jeans,North,16,168.09,2689.44,1676.97,1012.47
2023-01-22,Beta Jeans,South,18,155.37,2796.66,1738.25,1058.41
2023-01-22,Beta Jeans,East,11,155.05,1705.55,1053.61,651.94
2023-01-22,Beta Jeans,West,10,150.76,1507.6,974.62,532.98
2023-01-22,Gamma Jacket,North,17,181.48,3085.16,1855.81,1229.35
2023-01-22,Gamma Jacket,South,25,181.56,4539.0,2756.62,1782.38
2023-01-22,Gamma Jacket,East,23,165.59,3808.57,2190.48,1618.09
2023-01-22,Gamma Jacket,West,11,179.07,1969.77,1084.76,885.01
2023-01-22,Delta Shoes,North,27,220.23,5946.21,3608.88,2337.33
2023-01-22,Delta Shoes,South,36,206.14,7421.04,4315.4,3105.64
2023-01-22,Delta Shoes,East,19,234.1,4447.9,2743.16,1704.74
2023-01-22,Delta Shoes,West,25,225.48,5637.0,3575.01,2061.99
2023-01-22,Epsilon Hat,North,9,76.66,689.94,457.21,232.73
2023-01-22,Epsilon Hat,South,7,79.28,554.96,355.83,199.13
2023-01-22,Epsilon Hat,East,5,78.28,391.4,241.75,149.65
2023-01-22,Epsilon Hat,West,13,81.7,1062.1,637.87,424.23
2023-01-23,Alpha Shirt,North,25,218.04,5451.0,3239.38,2211.62
2023-01-23,Alpha Shirt,South,18,190.44,3427.92,2105.33,1322.59
2023-01-23,Alpha Shirt,East,22,196.87,4331.14,2598.59,1732.55
2023-01-23,Alpha Shirt,West,30,187.5,5625.0,3477.01,2147.99
2023-01-23,Beta Jeans,North,14,146.47,2050.58,1246.7,803.88
2023-01-23,Beta Jeans,South,15,165.75,2486.25,1473.32,1012.93
2023-01-23,Beta Jeans,East,10,155.58,1555.8,925.02,630.78
2023-01-23,Beta Jeans,West,19,160.65,3052.35,1776.43,1275.92
2023-01-23,Gamma Jacket,North,20,173.84,3476.8,2168.55,1308.25
2023-01-23,Gamma Jacket,South,20,169.1,3382.0,2103.34,1278.66
2023-01-23,Gamma Jacket,East,13,176.34,2292.42,1422.65,869.77
2023-01-23,Gamma Jacket,West,29,197.79,5735.91,3172.38,2563.53
2023-01-23,Delta Shoes,North,24,210.11,5042.64,2824.34,2218.3
2023-01-23,Delta Shoes,South,31,218.6,6776.6,4373.17,2403.43
2023-01-23,Delta Shoes,East,24,206.22,4949.28,3023.56,1925.72
2023-01-23,Delta Shoes,West,21,191.35,4018.35,2434.99,1583.36
2023-01-23,Epsilon Hat,North,11,81.39,895.29,524.09,371.2
2023-01-23,Epsilon Hat,South,0,82.76,0.0,0.0,0.0
2023-01-23,Epsilon Hat,East,6,82.72,496.32,280.69,215.63
2023-01-23,Epsilon Hat,West,14,77.61,1086.54,659.37,427.17
2023-01-24,Alpha Shirt,North,22,204.8,4505.6,2626.4,1879.2
2023-01-24,Alpha Shirt,South,10,184.12,1841.2,1148.52,692.68
2023-01-24,Alpha Shirt,East,25,200.33,5008.25,2861.29,2146.96
2023-01-24,Alpha Shirt,West,22,210.82,4638.04,2921.34,1716.7
2023-01-24,Beta Jeans,North,16,158.16,2530.56,1588.5,942.06
2023-01-24,Beta Jeans,South,21,145.98,3065.58,1889.01,1176.57
2023-01-24,Beta Jeans,East,14,157.94,2211.16,1388.89,822.27
2023-01-24,Beta Jeans,West,16,153.41,2454.56,1433.36,1021.2
2023-01-24,Gamma Jacket,North,23,179.46,4127.58,2532.86,1594.72
2023-01-24,Gamma Jacket,South,16,181.74,2907.84,1859.82,1048.02
2023-01-24,Gamma Jacket,East,32,196.37,6283.84,3777.83,2506.01
2023-01-24,Gamma Jacket,West,25,182.19,4554.75,2922.34,1632.41
2023-01-24,Delta Shoes,North,22,207.71,4569.62,2603.03,1966.59
2023-01-24,Delta Shoes,South,30,212.86,6385.8,3979.39,2406.41
2023-01-24,Delta Shoes,East,26,220.77,5740.02,3333.84,2406.18
2023-01-24,Delta Shoes,West,20,233.75,4675.0,2592.51,2082.49
2023-01-24,Epsilon Hat,North,8,79.38,635.04,370.58,264.46
2023-01-24,Epsilon Hat,South,9,81.38,732.42,438.38,294.04
2023-01-24,Epsilon Hat,East,7,72.62,508.34,290.83,217.51
2023-01-24,Epsilon Hat,West,9,77.81,700.29,414.47,285.82
2023-01-25,Alpha Shirt,North,23,187.0,4301.0,2687.66,1613.34
2023-01-25,Alpha Shirt,South,18,208.19,3747.42,2421.35,1326.07
2023-01-25,Alpha Shirt,East,19,210.18,3993.42,2428.58,1564.84
2023-01-25,Alpha Shirt,West,32,205.51,6576.32,4012.99,2563.33
2023-01-25,Beta Jeans,North,12,157.85,1894.2,1202.98,691.22
2023-01-25,Beta Jeans,South,15,138.52,2077.8,1278.74,799.06
2023-01-25,Beta Jeans,East,15,154.23,2313.45,1317.3,996.15
2023-01-25,Beta Jeans,West,30,149.82,4494.6,2673.25,1821.35
2023-01-25,Gamma Jacket,North,27,176.07,4753.89,2623.21,2130.68
2023-01-25,Gamma Jacket,South,23,195.75,4502.25,2887.94,1614.31
2023-01-25,Gamma Jacket,East,21,175.47,3684.87,2240.05,1444.82
2023-01-25,Gamma Jacket,West,23,172.95,3977.85,2304.3,1673.55
2023-01-25,Delta Shoes,North,20,219.26,4385.2,2536.96,1848.24
2023-01-25,Delta Shoes,South,27,213.62,5767.74,3502.07,2265.67
2023-01-25,Delta Shoes,East,33,225.3,7434.9,4184.88,3250.02
2023-01-25,Delta Shoes,West,27,211.6,5713.2,3434.42,2278.78
2023-01-25,Epsilon Hat,North,13,87.97,1143.61,659.86,483.75
2023-01-25,Epsilon Hat,South,5,80.1,400.5,217.24,183.26
2023-01-25,Epsilon Hat,East,7,78.88,552.16,326.66,225.5
2023-01-25,Epsilon Hat,West,7,75.66,529.62,304.66,224.96
2023-01-26,Alpha Shirt,North,22,186.49,4102.78,2298.9,1803.88
2023-01-26,Alpha Shirt,South,19,198.75,3776.25,2302.89,1473.36
2023-01-26,Alpha Shirt,East,20,197.7,3954.0,2271.41,1682.59
2023-01-26,Alpha Shirt,West,22,203.67,4480.74,2646.3,1834.44
2023-01-26,Beta Jeans,North,18,153.15,2756.7,1704.21,1052.49
2023-01-26,Beta Jeans,South,15,153.55,2303.25,1317.94,985.31
2023-01-26,Beta Jeans,East,12,146.87,1762.44,1041.86,720.58
2023-01-26,Beta Jeans,West,12,157.32,1887.84,1184.72,703.12
2023-01-26,Gamma Jacket,North,20,173.61,3472.2,1952.23,1519.97
2023-01-26,Gamma Jacket,South,13,201.84,2623.92,1608.43,1015.49
2023-01-26,Gamma Jacket,East,16,167.6,2681.6,1563.53,1118.07
2023-01-26,Gamma Jacket,West,21,165.73,3480.33,1891.92,1588.41
2023-01-26,Delta Shoes,North,24,210.45,5050.8,3111.49,1939.31
2023-01-26,Delta Shoes,South,24,223.61,5366.64,3368.79,1997.85
2023-01-26,Delta Shoes,East,24,209.82,5035.68,3059.99,1975.69
2023-01-26,Delta Shoes,West,21,209.05,4390.05,2719.79,1670.26
2023-01-26,Epsilon Hat,North,7,90.48,633.36,358.89,274.47
2023-01-26,Epsilon Hat,South,9,84.39,759.51,441.45,318.06
2023-01-26,Epsilon Hat,East,9,83.39,750.51,399.72,350.79
2023-01-26,Epsilon Hat,West,9,77.46,697.14,393.4,303.74
2023-01-27,Alpha Shirt,North,20,193.95,3879.0,2070.74,1808.26
2023-01-27,Alpha Shirt,South,25,206.52,5163.0,2921.58,2241.42
2023-01-27,Alpha Shirt,East,21,205.99,4325.79,2682.21,1643.58
2023-01-27,Alpha Shirt,West,22,204.57,4500.54,2896.88,1603.66
2023-01-27,Beta Jeans,North,20,153.07,3061.4,1757.76,1303.64
2023-01-27,Beta Jeans,South,18,146.68,2640.24,1546.16,1094.08
2023-01-27,Beta Jeans,East,22,151.48,3332.56,2030.66,1301.9
2023-01-27,Beta Jeans,West,17,151.43,2574.31,1617.28,957.03
2023-01-27,Gamma Jacket,North,21,196.28,4121.88,2446.17,1675.71
2023-01-27,Gamma Jacket,South,16,170.19,2723.04,1569.72,1153.32
2023-01-27,Gamma Jacket,East,15,180.14,2702.1,1694.4,1007.7
2023-01-27,Gamma Jacket,West,15,171.83,2577.45,1663.95,913.5
2023-01-27,Delta Shoes,North,29,212.76,6170.04,3860.2,2309.84
2023-01-27,Delta Shoes,South,27,221.89,5991.03,3694.05,2296.98
2023-01-27,Delta Shoes,East,21,226.57,4757.97,2719.42,2038.55
2023-01-27,Delta Shoes,West,19,229.33,4357.27,2453.25,1904.02
2023-01-27,Epsilon Hat,North,8,78.67,629.36,386.9,242.46
2023-01-27,Epsilon Hat,South,12,83.03,996.36,616.12,380.24
2023-01-27,Epsilon Hat,East,6,84.86,509.16,296.37,212.79
2023-01-27,Epsilon Hat,West,7,84.29,590.03,389.77,200.26
2023-01-28,Alpha Shirt,North,23,217.69,5006.87,2930.2,2076.67
2023-01-28,Alpha Shirt,South,20,207.04,4140.8,2504.25,1636.55
2023-01-28,Alpha Shirt,East,30,185.29,5558.7,3358.76,2199.94
2023-01-28,Alpha Shirt,West,24,206.92,4966.08,3217.63,1748.45
2023-01-28,Beta Jeans,North,8,158.92,1271.36,807.48,463.88
2023-01-28,Beta Jeans,South,15,150.01,2250.15,1263.9,986.25
2023-01-28,Beta Jeans,East,19,140.16,2663.04,1667.14,995.9
2023-01-28,Beta Jeans,West,12,140.95,1691.4,1033.79,657.61
2023-01-28,Gamma Jacket,North,22,188.57,4148.54,2548.08,1600.46
2023-01-28,Gamma Jacket,South,15,184.71,2770.65,1773.01,997.64
2023-01-28,Gamma Jacket,East,22,171.18,3765.96,2605.51,1160.45
2023-01-28,Gamma Jacket,West,18,165.11,2971.98,1831.23,1140.75
2023-01-28,Delta Shoes,North,32,200.87,6427.84,4071.31,2356.53
2023-01-28,Delta Shoes,South,13,211.12,2744.56,1634.47,1110.09
2023-01-28,Delta Shoes,East,31,224.72,6966.32,4108.5,2857.82
2023-01-28,Delta Shoes,West,31,210.15,6514.65,4103.45,2411.2
2023-01-28,Epsilon Hat,North,9,81.37,732.33,446.17,286.16
2023-01-28,Epsilon Hat,South,5,73.08,365.4,216.71,148.69
2023-01-28,Epsilon Hat,East,9,75.94,683.46,394.47,288.99
2023-01-28,Epsilon Hat,West,5,78.48,392.4,239.35,153.05
2023-01-29,Alpha Shirt,North,20,180.82,3616.4,2153.55,1462.85
2023-01-29,Alpha Shirt,South,23,202.36,4654.28,2644.14,2010.14
2023-01-29,Alpha Shirt,East,22,185.74,4086.28,2547.55,1538.73
2023-01-29,Alpha Shirt,West,22,181.14,3985.08,2343.97,1641.11
2023-01-29,Beta Jeans,North,21,141.11,2963.31,1571.57,1391.74
2023-01-29,Beta Jeans,South,19,158.47,3010.93,1868.13,1142.8
2023-01-29,Beta Jeans,East,22,159.18,3501.96,2115.55,1386.41
2023-01-29,Beta Jeans,West,15,162.77,2441.55,1459.46,982.09
2023-01-29,Gamma Jacket,North,20,176.18,3523.6,2223.66,1299.94
2023-01-29,Gamma Jacket,South,25,175.26,4381.5,2370.7,2010.8
2023-01-29,Gamma Jacket,East,23,182.36,4194.28,2358.64,1835.64
2023-01-29,Gamma Jacket,West,21,168.9,3546.9,2198.45,1348.45
2023-01-29,Delta Shoes,North,25,210.18,5254.5,3216.08,2038.42
2023-01-29,Delta Shoes,South,25,210.0,5250.0,3037.38,2212.62
2023-01-29,Delta Shoes,East,19,224.18,4259.42,2531.27,1728.15
2023-01-29,Delta Shoes,West,18,214.14,3854.52,2450.91,1403.61
2023-01-29,Epsilon Hat,North,9,81.18,730.62,446.6,284.02
2023-01-29,Epsilon Hat,South,8,76.25,610.0,353.78,256.22
2023-01-29,Epsilon Hat,East,13,80.57,1047.41,561.5,485.91
2023-01-29,Epsilon Hat,West,6,84.8,508.8,301.94,206.86
2023-01-30,Alpha Shirt,North,16,184.47,2951.52,1744.22,1207.3
2023-01-30,Alpha Shirt,South,15,191.85,2877.75,1679.49,1198.26
2023-01-30,Alpha Shirt,East,20,214.29,4285.8,2492.41,1793.39
2023-01-30,Alpha Shirt,West,16,207.54,3320.64,1880.98,1439.66
2023-01-30,Beta Jeans,North,17,145.2,2468.4,1468.73,999.67
2023-01-30,Beta Jeans,South,17,144.73,2460.41,1387.32,1073.09
2023-01-30,Beta Jeans,East,13,141.21,1835.73,1164.6,671.13
2023-01-30,Beta Jeans,West,22,142.78,3141.16,1792.25,1348.91
2023-01-30,Gamma Jacket,North,32,188.92,6045.44,3815.59,2229.85
2023-01-30,Gamma Jacket,South,17,179.02,3043.34,1753.02,1290.32
2023-01-30,Gamma Jacket,East,16,175.78,2812.48,1590.06,1222.42
2023-01-30,Gamma Jacket,West,28,170.14,4763.92,2901.0,1862.92
2023-01-30,Delta Shoes,North,38,201.86,7670.68,4604.68,3066.0
2023-01-30,Delta Shoes,South,24,229.07,5497.68,3433.19,2064.49
2023-01-30,Delta Shoes,East,25,226.23,5655.75,3512.05,2143.7
2023-01-30,Delta Shoes,West,14,226.99,3177.86,1800.19,1377.67
2023-01-30,Epsilon Hat,North,10,84.89,848.9,502.75,346.15
2023-01-30,Epsilon Hat,South,8,80.49,643.92,366.87,277.05
2023-01-30,Epsilon Hat,East,11,81.87,900.57,554.02,346.55
2023-01-30,Epsilon Hat,West,6,86.07,516.42,319.18,197.24
2023-01-31,Alpha Shirt,North,22,202.58,4456.76,2508.03,1948.73
2023-01-31,Alpha Shirt,South,21,195.86,4113.06,2700.76,1412.3
2023-01-31,Alpha Shirt,East,18,204.86,3687.48,2041.32,1646.16
2023-01-31,Alpha Shirt,West,20,199.06,3981.2,2547.07,1434.13
2023-01-31,Beta Jeans,North,15,145.62,2184.3,1378.62,805.68
2023-01-31,Beta Jeans,South,13,138.6,1801.8,927.99,873.81
2023-01-31,Beta Jeans,East,21,159.0,3339.0,1957.01,1381.99
2023-01-31,Beta Jeans,West,21,135.98,2855.58,1680.06,1175.52
2023-01-31,Gamma Jacket,North,28,181.71,5087.88,3121.3,1966.58
2023-01-31,Gamma Jacket,South,20,157.61,3152.2,1829.07,1323.13
2023-01-31,Gamma Jacket,East,15,180.53,2707.95,1661.07,1046.88
2023-01-31,Gamma Jacket,West,23,171.34,3940.82,2340.07,1600.75
2023-01-31,Delta Shoes,North,27,227.86,6152.22,3312.98,2839.24
2023-01-31,Delta Shoes,South,23,224.68,5167.64,3286.19,1881.45
2023-01-31,Delta Shoes,East,22,216.83,4770.26,2749.99,2020.27
2023-01-31,Delta Shoes,West,23,213.89,4919.47,2981.85,1937.62
2023-01-31,Epsilon Hat,North,6,80.61,483.66,304.97,178.69
2023-01-31,Epsilon Hat,South,17,80.61,1370.37,873.81,496.56
2023-01-31,Epsilon Hat,East,11,86.03,946.33,548.15,398.18
2023-01-31,Epsilon Hat,West,11,81.77,899.47,508.6,390.87
2023-02-01,Alpha Shirt,North,18,177.52,3195.36,2038.13,1157.23
2023-02-01,Alpha Shirt,South,17,214.96,3654.32,2140.41,1513.91
2023-02-01,Alpha Shirt,East,29,191.6,5556.4,3296.38,2260.02
2023-02-01,Alpha Shirt,West,23,196.26,4513.98,2639.69,1874.29
2023-02-01,Beta Jeans,North,16,150.63,2410.08,1408.45,1001.63
2023-02-01,Beta Jeans,South,15,148.63,2229.45,1339.75,889.7
2023-02-01,Beta Jeans,East,20,150.73,3014.6,1763.19,1251.41
2023-02-01,Beta Jeans,West,17,142.35,2419.95,1519.81,900.14
2023-02-01,Gamma Jacket,North,27,174.33,4706.91,2834.02,1872.89
2023-02-01,Gamma Jacket,South,19,174.68,3318.92,2056.57,1262.35
2023-02-01,Gamma Jacket,East,16,162.13,2594.08,1508.97,1085.11
2023-02-01,Gamma Jacket,West,26,186.1,4838.6,2790.66,2047.94
2023-02-01,Delta Shoes,North,23,227.4,5230.2,2766.21,2463.99
2023-02-01,Delta Shoes,South,19,226.69,4307.11,2676.57,1630.54
2023-02-01,Delta Shoes,East,18,211.13,3800.34,2126.79,1673.55
2023-02-01,Delta Shoes,West,23,237.25,5456.75,3133.35,2323.4
2023-02-01,Epsilon Hat,North,9,82.07,738.63,464.74,273.89
2023-02-01,Epsilon Hat,South,9,82.42,741.78,469.89,271.89
2023-02-01,Epsilon Hat,East,13,85.88,1116.44,679.76,436.68
2023-02-01,Epsilon Hat,West,5,82.65,413.25,238.97,174.28
2023-02-02,Alpha Shirt,North,15,195.47,2932.05,1837.93,1094.12
2023-02-02,Alpha Shirt,South,25,216.23,5405.75,3392.21,2013.54
2023-02-02,Alpha Shirt,East,23,209.18,4811.14,2776.14,2035.0
2023-02-02,Alpha Shirt,West,18,206.19,3711.42,2080.3,1631.12
2023-02-02,Beta Jeans,North,20,158.05,3161.0,1927.46,1233.54
2023-02-02,Beta Jeans,South,15,148.43,2226.45,1371.5,854.95
2023-02-02,Beta Jeans,East,16,148.61,2377.76,1403.71,974.05
2023-02-02,Beta Jeans,West,16,145.91,2334.56,1339.79,994.77
2023-02-02,Gamma Jacket,North,21,173.04,3633.84,2180.36,1453.48
2023-02-02,Gamma Jacket,South,13,185.66,2413.58,1430.81,982.77
2023-02-02,Gamma Jacket,East,19,171.02,3249.38,2050.68,1198.7
2023-02-02,Gamma Jacket,West,20,181.0,3620.0,2188.55,1431.45
2023-02-02,Delta Shoes,North,27,218.73,5905.71,3588.18,2317.53
2023-02-02,Delta Shoes,South,20,233.34,4666.8,3042.96,1623.84
2023-02-02,Delta Shoes,East,22,198.33,4363.26,2710.73,1652.53
2023-02-02,Delta Shoes,West,18,211.64,3809.52,2318.53,1490.99
2023-02-02,Epsilon Hat,North,4,76.33,305.32,195.61,109.71
2023-02-02,Epsilon Hat,South,7,71.39,499.73,312.98,186.75
2023-02-02,Epsilon Hat,East,6,79.87,479.22,291.48,187.74
2023-02-02,Epsilon Hat,West,12,80.87,970.44,552.4,418.04
2023-02-03,Alpha Shirt,North,25,205.32,5133.0,3135.49,1997.51
2023-02-03,Alpha Shirt,South,22,188.18,4139.96,2539.8,1600.16
2023-02-03,Alpha Shirt,East,21,196.39,4124.19,2526.04,1598.15
2023-02-03,Alpha Shirt,West,15,211.22,3168.3,2121.5,1046.8
2023-02-03,Beta Jeans,North,10,151.47,1514.7,867.74,646.96
2023-02-03,Beta Jeans,South,17,158.28,2690.76,1652.81,1037.95
2023-02-03,Beta Jeans,East,19,156.85,2980.15,1649.89,1330.26
2023-02-03,Beta Jeans,West,18,160.5,2889.0,1617.08,1271.92
2023-02-03,Gamma Jacket,North,19,184.53,3506.07,2292.59,1213.48
2023-02-03,Gamma Jacket,South,18,170.76,3073.68,1957.63,1116.05
2023-02-03,Gamma Jacket,East,22,177.44,3903.68,2528.48,1375.2
2023-02-03,Gamma Jacket,West,19,175.33,3331.27,1964.69,1366.58
2023-02-03,Delta Shoes,North,23,220.86,5079.78,2723.46,2356.32
2023-02-03,Delta Shoes,South,19,207.31,3938.89,2163.95,1774.94
2023-02-03,Delta Shoes,East,23,212.2,4880.6,3214.35,1666.25
2023-02-03,Delta Shoes,West,27,224.41,6059.07,3659.27,2399.8
2023-02-03,Epsilon Hat,North,8,76.64,613.12,380.31,232.81
2023-02-03,Epsilon Hat,South,8,83.45,667.6,403.35,264.25
2023-02-03,Epsilon Hat,East,6,84.81,508.86,310.16,198.7
2023-02-03,Epsilon Hat,West,10,81.74,817.4,428.34,389.06
2023-02-04,Alpha Shirt,North,23,197.78,4548.94,3008.7,1540.24
2023-02-04,Alpha Shirt,South,19,219.92,4178.48,2402.79,1775.69
2023-02-04,Alpha Shirt,East,21,208.41,4376.61,2653.25,1723.36
2023-02-04,Alpha Shirt,West,21,193.93,4072.53,2434.08,1638.45
2023-02-04,Beta Jeans,North,18,151.89,2734.02,1753.97,980.05
2023-02-04,Beta Jeans,South,21,153.5,3223.5,2064.29,1159.21
2023-02-04,Beta Jeans,East,16,167.04,2672.64,1674.87,997.77
2023-02-04,Beta Jeans,West,13,140.34,1824.42,1110.67,713.75
2023-02-04,Gamma Jacket,North,11,181.27,1993.97,1291.41,702.56
2023-02-04,Gamma Jacket,South,16,179.0,2864.0,1649.24,1214.76
2023-02-04,Gamma Jacket,East,15,175.7,2635.5,1482.06,1153.44
2023-02-04,Gamma Jacket,West,10,153.63,1536.3,1016.4,519.9
2023-02-04,Delta Shoes,North,23,220.21,5064.83,2860.87,2203.96
2023-02-04,Delta Shoes,South,15,238.65,3579.75,2351.6,1228.15
2023-02-04,Delta Shoes,East,31,221.93,6879.83,3852.0,3027.83
2023-02-04,Delta Shoes,West,27,215.0,5805.0,3444.92,2360.08
2023-02-04,Epsilon Hat,North,5,83.91,419.55,225.23,194.32
2023-02-04,Epsilon Hat,South,4,69.44,277.76,163.96,113.8
2023-02-04,Epsilon Hat,East,5,76.34,381.7,242.01,139.69
2023-02-04,Epsilon Hat,West,9,76.41,687.69,385.54,302.15
2023-02-05,Alpha Shirt,North,28,184.73,5172.44,2839.34,2333.1
2023-02-05,Alpha Shirt,South,27,194.46,5250.42,3402.14,1848.28
2023-02-05,Alpha Shirt,East,23,203.4,4678.2,2846.5,1831.7
2023-02-05,Alpha Shirt,West,13,197.5,2567.5,1458.09,1109.41
2023-02-05,Beta Jeans,North,17,151.18,2570.06,1542.51,1027.55
2023-02-05,Beta Jeans,South,11,142.49,1567.39,927.09,640.3
2023-02-05,Beta Jeans,East,15,130.3,1954.5,1142.13,812.37
2023-02-05,Beta Jeans,West,15,141.15,2117.25,1287.09,830.16
2023-02-05,Gamma Jacket,North,20,167.43,3348.6,2043.18,1305.42
2023-02-05,Gamma Jacket,South,23,190.84,4389.32,2551.41,1837.91
2023-02-05,Gamma Jacket,East,21,185.53,3896.13,2545.57,1350.56
2023-02-05,Gamma Jacket,West,24,177.64,4263.36,2870.29,1393.07
2023-02-05,Delta Shoes,North,18,239.9,4318.2,2399.94,1918.26
2023-02-05,Delta Shoes,South,25,219.98,5499.5,3262.1,2237.4
2023-02-05,Delta Shoes,East,21,220.71,4634.91,2730.87,1904.04
2023-02-05,Delta Shoes,West,35,210.2,7357.0,4400.55,2956.45
2023-02-05,Epsilon Hat,North,9,85.01,765.09,468.04,297.05
2023-02-05,Epsilon Hat,South,8,88.5,708.0,453.08,254.92
2023-02-05,Epsilon Hat,East,6,77.12,462.72,255.93,206.79
2023-02-05,Epsilon Hat,West,6,89.21,535.26,297.4,237.86
2023-02-06,Alpha Shirt,North,25,190.27,4756.75,2997.77,1758.98
2023-02-06,Alpha Shirt,South,29,203.36,5897.44,3498.22,2399.22
2023-02-06,Alpha Shirt,East,19,220.5,4189.5,2513.79,1675.71
2023-02-06,Alpha Shirt,West,18,192.2,3459.6,2188.06,1271.54
2023-02-06,Beta Jeans,North,16,150.26,2404.16,1450.53,953.63
2023-02-06,Beta Jeans,South,25,155.2,3880.0,2413.51,1466.49
2023-02-06,Beta Jeans,East,15,158.96,2384.4,1494.64,889.76
2023-02-06,Beta Jeans,West,18,135.16,2432.88,1463.15,969.73
2023-02-06,Gamma Jacket,North,19,172.49,3277.31,2041.5,1235.81
2023-02-06,Gamma Jacket,South,19,185.37,3522.03,2046.2,1475.83
2023-02-06,Gamma Jacket,East,27,183.79,4962.33,3017.12,1945.21
2023-02-06,Gamma Jacket,West,25,178.89,4472.25,2744.77,1727.48
2023-02-06,Delta Shoes,North,22,209.11,4600.42,2755.42,1845.0
2023-02-06,Delta Shoes,South,21,222.85,4679.85,2837.78,1842.07
2023-02-06,Delta Shoes,East,22,224.49,4938.78,3044.88,1893.9
2023-02-06,Delta Shoes,West,18,221.64,3989.52,2437.29,1552.23
2023-02-06,Epsilon Hat,North,10,84.81,848.1,528.59,319.51
2023-02-06,Epsilon Hat,South,11,79.19,871.09,569.86,301.23
